HEP Code,HEP Name,Year,State,Cohort,Program,Amount
3013,University of New South Wales,2015,NSW,Go8,RTS,"63,429,845 "
3013,University of New South Wales,2015,NSW,Go8,JRE,"32,932,456 "
3013,University of New South Wales,2015,NSW,Go8,SRE,"17,434,829 "
3014,University of Newcastle,2015,NSW,ATN,APA,"6,378,418 "
3014,University of Newcastle,2015,NSW,ATN,IPRS,"504,602 "
3014,University of Newcastle,2015,NSW,ATN,RIBG,"5,629,425 "
3014,University of Newcastle,2015,NSW,ATN,RTS,"15,295,460 "
3014,University of Newcastle,2015,NSW,ATN,JRE,"8,845,269 "
3014,University of Newcastle,2015,NSW,ATN,SRE,"4,440,660 "
3027,University of South Australia,2015,SA,ATN,APA,"5,932,213 "
3027,University of South Australia,2015,SA,ATN,IPRS,"472,163 "
3027,University of South Australia,2015,SA,ATN,RIBG,"2,919,294 "
3027,University of South Australia,2015,SA,ATN,RTS,"13,375,901 "
3027,University of South Australia,2015,SA,ATN,JRE,"7,983,519 "
3027,University of South Australia,2015,SA,ATN,SRE,"2,214,005 "
2201,University of Southern Queensland,2015,QLD,RUN,APA,"1,560,626 "
2201,University of Southern Queensland,2015,QLD,RUN,IPRS,"134,904 "
2201,University of Southern Queensland,2015,QLD,RUN,RIBG,"396,589 "
2201,University of Southern Queensland,2015,QLD,RUN,RTS,"3,400,788 "
2201,University of Southern Queensland,2015,QLD,RUN,JRE,"1,532,221 "
2201,University of Southern Queensland,2015,QLD,RUN,SRE,"757,049 "
3045,University of Tasmania,2015,TAS,non-aligned,APA,"6,819,861 "
3045,University of Tasmania,2015,TAS,non-aligned,IPRS,"539,615 "
3045,University of Tasmania,2015,TAS,non-aligned,RIBG,"5,340,516 "
3045,University of Tasmania,2015,TAS,non-aligned,RTS,"17,004,759 "
3045,University of Tasmania,2015,TAS,non-aligned,JRE,"9,375,921 "
3045,University of Tasmania,2015,TAS,non-aligned,SRE,"3,754,492 "
3016,University of Technology Sydney,2015,NSW,ATN,APA,"4,734,393 "
3016,University of Technology Sydney,2015,NSW,ATN,IPRS,"366,609 "
3016,University of Technology Sydney,2015,NSW,ATN,RIBG,"2,510,803 "
3016,University of Technology Sydney,2015,NSW,ATN,RTS,"10,756,025 "
3016,University of Technology Sydney,2015,NSW,ATN,JRE,"5,684,297 "
3016,University of Technology Sydney,2015,NSW,ATN,SRE,"2,023,983 "
3043,University of the Sunshine Coast,2015,QLD,RUN,APA,"646,597 "
3043,University of the Sunshine Coast,2015,QLD,RUN,IPRS,"67,452 "
3043,University of the Sunshine Coast,2015,QLD,RUN,RIBG,"353,044 "
3043,University of the Sunshine Coast,2015,QLD,RUN,RTS,"1,368,122 "
3043,University of the Sunshine Coast,2015,QLD,RUN,JRE,"999,015 "
3043,University of the Sunshine Coast,2015,QLD,RUN,SRE,"719,013 "
1058,University of Wollongong,2015,NSW,non-aligned,APA,"6,135,117 "
1058,University of Wollongong,2015,NSW,non-aligned,IPRS,"472,163 "
1058,University of Wollongong,2015,NSW,non-aligned,RIBG,"4,123,729 "
1058,University of Wollongong,2015,NSW,non-aligned,RTS,"14,436,623 "
1058,University of Wollongong,2015,NSW,non-aligned,JRE,"6,537,683 "
1058,University of Wollongong,2015,NSW,non-aligned,SRE,"3,176,194 "
3007,Victoria University,2015,VIC,non-aligned,APA,"2,213,159 "
3007,Victoria University,2015,VIC,non-aligned,IPRS,"183,304 "
3007,Victoria University,2015,VIC,non-aligned,RIBG,"468,157 "
3007,Victoria University,2015,VIC,non-aligned,RTS,"4,798,088 "
3007,Victoria University,2015,VIC,non-aligned,JRE,"2,836,335 "
3007,Victoria University,2015,VIC,non-aligned,SRE,"800,674 "
3004,Western Sydney University,2015,NSW,IRU,APA,"3,226,528 "
3004,Western Sydney University,2015,NSW,IRU,IPRS,"269,807 "
3004,Western Sydney University,2015,NSW,IRU,RIBG,"1,795,793 "
3004,Western Sydney University,2015,NSW,IRU,RTS,"6,885,013 "
3004,Western Sydney University,2015,NSW,IRU,JRE,"3,731,376 "
3004,Western Sydney University,2015,NSW,IRU,SRE,"1,496,539 "
3006,Australian Catholic University,2014,OTHER,non-aligned,APA,"1,094,373 "
3006,Australian Catholic University,2014,OTHER,non-aligned,IPRS,"67,098 "
3006,Australian Catholic University,2014,OTHER,non-aligned,RIBG,"203,616 "
3006,Australian Catholic University,2014,OTHER,non-aligned,RTS,"2,166,964 "
3006,Australian Catholic University,2014,OTHER,non-aligned,JRE,"1,372,442 "
3006,Australian Catholic University,2014,OTHER,non-aligned,SRE,"370,386 "
2246,Batchelor Institute of Indigenous Tertiary Education,2014,NT,non-aligned,APA,"78,576 "
2246,Batchelor Institute of Indigenous Tertiary Education,2014,NT,non-aligned,RIBG,"8,642 "
2246,Batchelor Institute of Indigenous Tertiary Education,2014,NT,non-aligned,RTS,"146,365 "
2246,Batchelor Institute of Indigenous Tertiary Education,2014,NT,non-aligned,JRE,"129,373 "
2246,Batchelor Institute of Indigenous Tertiary Education,2014,NT,non-aligned,SRE,"15,719 "
3003,Bond University ,2014,QLD,non-aligned,APA,"486,312 "
3003,Bond University ,2014,QLD,non-aligned,IPRS,"67,098 "
3003,Bond University ,2014,QLD,non-aligned,RIBG,"259,682 "
3003,Bond University ,2014,QLD,non-aligned,RTS,"1,017,825 "
3003,Bond University ,2014,QLD,non-aligned,JRE,"671,285 "
3003,Bond University ,2014,QLD,non-aligned,SRE,"472,372 "
2200,Central Queensland University,2014,QLD,RUN,APA,"980,623 "
2200,Central Queensland University,2014,QLD,RUN,IPRS,"67,098 "
2200,Central Queensland University,2014,QLD,RUN,RIBG,"224,146 "
2200,Central Queensland University,2014,QLD,RUN,RTS,"2,196,218 "
2200,Central Queensland University,2014,QLD,RUN,JRE,"1,497,091 "
2200,Central Queensland University,2014,QLD,RUN,SRE,"407,730 "
3001,Charles Darwin University,2014,NT,non-aligned,APA,"1,829,860 "
3001,Charles Darwin University,2014,NT,non-aligned,IPRS,"134,196 "
3001,Charles Darwin University,2014,NT,non-aligned,RIBG,"2,502,887 "
3001,Charles Darwin University,2014,NT,non-aligned,RTS,"4,539,473 "
3001,Charles Darwin University,2014,NT,non-aligned,JRE,"3,379,693 "
3001,Charles Darwin University,2014,NT,non-aligned,SRE,"1,754,086 "
3005,Charles Sturt University,2014,NSW,RUN,APA,"1,672,574 "
3005,Charles Sturt University,2014,NSW,RUN,IPRS,"134,196 "
3005,Charles Sturt University,2014,NSW,RUN,RIBG,"860,835 "
3005,Charles Sturt University,2014,NSW,RUN,RTS,"3,882,877 "
3005,Charles Sturt University,2014,NSW,RUN,JRE,"1,664,934 "
3005,Charles Sturt University,2014,NSW,RUN,SRE,"884,748 "
2236,Curtin University,2014,WA,ATN,APA,"6,777,765 "
2236,Curtin University,2014,WA,ATN,IPRS,"536,783 "
2236,Curtin University,2014,WA,ATN,RIBG,"2,975,405 "
2236,Curtin University,2014,WA,ATN,RTS,"16,465,550 "
2236,Curtin University,2014,WA,ATN,JRE,"9,250,531 "
2236,Curtin University,2014,WA,ATN,SRE,"1,991,793 "
3030,Deakin University,2014,VIC,ATN,APA,"4,545,998 "
3030,Deakin University,2014,VIC,ATN,IPRS,"364,685 "
3030,Deakin University,2014,VIC,ATN,RIBG,"2,572,548 "
3030,Deakin University,2014,VIC,ATN,RTS,"11,199,947 "
3030,Deakin University,2014,VIC,ATN,JRE,"4,975,114 "
3030,Deakin University,2014,VIC,ATN,SRE,"1,796,665 "
2235,Edith Cowan University,2014,WA,non-aligned,APA,"2,072,559 "
2235,Edith Cowan University,2014,WA,non-aligned,IPRS,"147,513 "
2235,Edith Cowan University,2014,WA,non-aligned,RIBG,"439,072 "
2235,Edith Cowan University,2014,WA,non-aligned,RTS,"4,558,740 "
2235,Edith Cowan University,2014,WA,non-aligned,JRE,"2,810,108 "
2235,Edith Cowan University,2014,WA,non-aligned,SRE,"715,710 "
2154,Federation University Australia,2014,VIC,RUN,APA,"804,807 "
2154,Federation University Australia,2014,VIC,RUN,IPRS,"67,098 "
2154,Federation University Australia,2014,VIC,RUN,RIBG,"127,853 "
2154,Federation University Australia,2014,VIC,RUN,RTS,"1,776,964 "
2154,Federation University Australia,2014,VIC,RUN,JRE,"828,244 "
2154,Federation University Australia,2014,VIC,RUN,SRE,"232,569 "
3029,Flinders University,2014,SA,IRU,APA,"4,535,218 "
3029,Flinders University,2014,SA,IRU,IPRS,"335,490 "
3029,Flinders University,2014,SA,IRU,RIBG,"3,123,348 "
3029,Flinders University,2014,SA,IRU,RTS,"11,098,768 "
3029,Flinders University,2014,SA,IRU,JRE,"6,320,744 "
3029,Flinders University,2014,SA,IRU,SRE,"2,038,628 "
3032,Griffith University,2014,QLD,IRU,APA,"6,477,075 "
3032,Griffith University,2014,QLD,IRU,IPRS,"523,466 "
3032,Griffith University,2014,QLD,IRU,RIBG,"4,115,068 "
3032,Griffith University,2014,QLD,IRU,RTS,"14,967,018 "
3032,Griffith University,2014,QLD,IRU,JRE,"8,731,002 "
3032,Griffith University,2014,QLD,IRU,SRE,"2,523,510 "
1019,James Cook University,2014,QLD,IRU,APA,"3,427,933 "
1019,James Cook University,2014,QLD,IRU,IPRS,"274,026 "
1019,James Cook University,2014,QLD,IRU,RIBG,"3,222,154 "
1019,James Cook University,2014,QLD,IRU,RTS,"8,728,473 "
1019,James Cook University,2014,QLD,IRU,JRE,"3,858,421 "
1019,James Cook University,2014,QLD,IRU,SRE,"2,150,828 "
3020,La Trobe University,2014,VIC,IRU,APA,"5,049,867 "
3020,La Trobe University,2014,VIC,IRU,IPRS,"389,270 "
3020,La Trobe University,2014,VIC,IRU,RIBG,"2,058,242 "
3020,La Trobe University,2014,VIC,IRU,RTS,"11,167,275 "
3020,La Trobe University,2014,VIC,IRU,JRE,"6,758,908 "
3020,La Trobe University,2014,VIC,IRU,SRE,"1,607,409 "
3025,Macquarie University,2014,NSW,non-aligned,APA,"6,387,267 "
3025,Macquarie University,2014,NSW,non-aligned,IPRS,"488,637 "
3025,Macquarie University,2014,NSW,non-aligned,RIBG,"3,967,383 "
3025,Macquarie University,2014,NSW,non-aligned,RTS,"14,648,780 "
3025,Macquarie University,2014,NSW,non-aligned,JRE,"5,887,235 "
3025,Macquarie University,2014,NSW,non-aligned,SRE,"2,655,785 "
3035,Monash University,2014,VIC,Go8,APA,"21,204,643 "
3035,Monash University,2014,VIC,Go8,IPRS,"1,715,351 "
3035,Monash University,2014,VIC,Go8,RIBG,"22,487,374 "
3035,Monash University,2014,VIC,Go8,RTS,"52,807,704 "
3035,Monash University,2014,VIC,Go8,JRE,"27,382,183 "
3035,Monash University,2014,VIC,Go8,SRE,"15,776,909 "
1034,Murdoch University,2014,WA,IRU,APA,"3,289,575 "
1034,Murdoch University,2014,WA,IRU,IPRS,"268,392 "
1034,Murdoch University,2014,WA,IRU,RIBG,"1,273,490 "
1034,Murdoch University,2014,WA,IRU,RTS,"8,132,997 "
1034,Murdoch University,2014,WA,IRU,JRE,"5,226,625 "
1034,Murdoch University,2014,WA,IRU,SRE,"1,201,537 "
3042,Queensland University of Technology,2014,QLD,non-aligned,APA,"8,303,985 "
3042,Queensland University of Technology,2014,QLD,non-aligned,IPRS,"670,979 "
3042,Queensland University of Technology,2014,QLD,non-aligned,RIBG,"3,594,946 "
3042,Queensland University of Technology,2014,QLD,non-aligned,RTS,"19,387,921 "
3042,Queensland University of Technology,2014,QLD,non-aligned,JRE,"10,272,689 "
3042,Queensland University of Technology,2014,QLD,non-aligned,SRE,"2,425,824 "
3034,Royal Melbourne Institute of Technology,2014,VIC,ATN,APA,"5,277,581 "
3034,Royal Melbourne Institute of Technology,2014,VIC,ATN,IPRS,"411,295 "
3034,Royal Melbourne Institute of Technology,2014,VIC,ATN,RIBG,"2,047,986 "
3034,Royal Melbourne Institute of Technology,2014,VIC,ATN,RTS,"13,389,577 "
3034,Royal Melbourne Institute of Technology,2014,VIC,ATN,JRE,"7,031,155 "
3034,Royal Melbourne Institute of Technology,2014,VIC,ATN,SRE,"1,678,073 "
3038,Southern Cross University,2014,NSW,RUN,APA,"1,527,476 "
3038,Southern Cross University,2014,NSW,RUN,IPRS,"134,196 "
3038,Southern Cross University,2014,NSW,RUN,RIBG,"580,775 "
3038,Southern Cross University,2014,NSW,RUN,RTS,"3,437,344 "
3038,Southern Cross University,2014,NSW,RUN,JRE,"1,728,083 "
3038,Southern Cross University,2014,NSW,RUN,SRE,"800,865 "
2177,Swinburne University of Technology,2014,VIC,non-aligned,APA,"2,802,731 "
2177,Swinburne University of Technology,2014,VIC,non-aligned,IPRS,"201,294 "
2177,Swinburne University of Technology,2014,VIC,non-aligned,RIBG,"1,669,303 "
2177,Swinburne University of Technology,2014,VIC,non-aligned,RTS,"7,552,259 "
2177,Swinburne University of Technology,2014,VIC,non-aligned,JRE,"3,091,999 "
2177,Swinburne University of Technology,2014,VIC,non-aligned,SRE,"1,386,548 "
3033,The Australian National University,2014,ACT,Go8,APA,"14,719,925 "
3033,The Australian National University,2014,ACT,Go8,IPRS,"1,213,397 "
3033,The Australian National University,2014,ACT,Go8,RIBG,"14,728,853 "
3033,The Australian National University,2014,ACT,Go8,RTS,"36,310,148 "
3033,The Australian National University,2014,ACT,Go8,JRE,"19,959,370 "
3033,The Australian National University,2014,ACT,Go8,SRE,"12,000,975 "
3010,The University of Adelaide,2014,SA,Go8,APA,"12,019,940 "
3010,The University of Adelaide,2014,SA,Go8,IPRS,"987,518 "
3010,The University of Adelaide,2014,SA,Go8,RIBG,"14,238,877 "
3010,The University of Adelaide,2014,SA,Go8,RTS,"31,918,113 "
3010,The University of Adelaide,2014,SA,Go8,JRE,"15,552,936 "
3010,The University of Adelaide,2014,SA,Go8,SRE,"9,364,276 "
3036,The University of Melbourne,2014,VIC,Go8,APA,"28,152,814 "
3036,The University of Melbourne,2014,VIC,Go8,IPRS,"2,318,208 "
3036,The University of Melbourne,2014,VIC,Go8,RIBG,"30,688,042 "
3036,The University of Melbourne,2014,VIC,Go8,RTS,"70,935,044 "
3036,The University of Melbourne,2014,VIC,Go8,JRE,"34,228,928 "
3036,The University of Melbourne,2014,VIC,Go8,SRE,"22,921,733 "
3044,The University of Notre Dame Australia,2014,WA,non-aligned,APA,"199,049 "
3044,The University of Notre Dame Australia,2014,WA,non-aligned,IPRS,"67,098 "
3044,The University of Notre Dame Australia,2014,WA,non-aligned,RIBG,"34,002 "
3044,The University of Notre Dame Australia,2014,WA,non-aligned,RTS,"396,426 "
3044,The University of Notre Dame Australia,2014,WA,non-aligned,JRE,"327,279 "
3044,The University of Notre Dame Australia,2014,WA,non-aligned,SRE,"61,851 "
3019,The University of Queensland,2014,QLD,Go8,APA,"23,822,741 "
3019,The University of Queensland,2014,QLD,Go8,IPRS,"1,940,206 "
3019,The University of Queensland,2014,QLD,Go8,RIBG,"26,290,676 "
3019,The University of Queensland,2014,QLD,Go8,RTS,"60,977,312 "
3019,The University of Queensland,2014,QLD,Go8,JRE,"30,056,496 "
3019,The University of Queensland,2014,QLD,Go8,SRE,"20,174,054 "
3040,The University of Sydney,2014,NSW,Go8,APA,"26,903,746 "
3040,The University of Sydney,2014,NSW,Go8,IPRS,"2,198,354 "
3040,The University of Sydney,2014,NSW,Go8,RIBG,"28,386,829 "
3040,The University of Sydney,2014,NSW,Go8,RTS,"68,143,974 "
3040,The University of Sydney,2014,NSW,Go8,JRE,"32,356,062 "
3040,The University of Sydney,2014,NSW,Go8,SRE,"21,539,630 "
1055,The University of Western Australia,2014,WA,Go8,APA,"13,057,127 "
1055,The University of Western Australia,2014,WA,Go8,IPRS,"1,038,737 "
1055,The University of Western Australia,2014,WA,Go8,RIBG,"14,613,241 "
1055,The University of Western Australia,2014,WA,Go8,RTS,"33,420,118 "
1055,The University of Western Australia,2014,WA,Go8,JRE,"17,827,729 "
1055,The University of Western Australia,2014,WA,Go8,SRE,"10,519,408 "
2241,University of Canberra,2014,ACT,IRU,APA,"1,430,255 "
2241,University of Canberra,2014,ACT,IRU,IPRS,"120,879 "
2241,University of Canberra,2014,ACT,IRU,RIBG,"460,302 "
2241,University of Canberra,2014,ACT,IRU,RTS,"3,179,668 "
2241,University of Canberra,2014,ACT,IRU,JRE,"2,505,451 "
2241,University of Canberra,2014,ACT,IRU,SRE,"721,498 "
4331,University of Divinity,2014,VIC,non-aligned,APA,"435,159 "
4331,University of Divinity,2014,VIC,non-aligned,IPRS,"67,098 "
4331,University of Divinity,2014,VIC,non-aligned,RTS,"729,689 "
4331,University of Divinity,2014,VIC,non-aligned,JRE,"386,354 "
3039,University of New England,2014,NSW,RUN,APA,"2,563,441 "
3039,University of New England,2014,NSW,RUN,IPRS,"201,294 "
3039,University of New England,2014,NSW,RUN,RIBG,"1,091,903 "
3039,University of New England,2014,NSW,RUN,RTS,"6,604,427 "
3039,University of New England,2014,NSW,RUN,JRE,"3,135,988 "
3039,University of New England,2014,NSW,RUN,SRE,"992,574 "
3013,University of New South Wales,2014,NSW,Go8,APA,"23,897,334 "
3013,University of New South Wales,2014,NSW,Go8,IPRS,"1,961,718 "
3013,University of New South Wales,2014,NSW,Go8,RIBG,"20,699,009 "
3013,University of New South Wales,2014,NSW,Go8,RTS,"63,037,132 "
3013,University of New South Wales,2014,NSW,Go8,JRE,"31,383,748 "
3013,University of New South Wales,2014,NSW,Go8,SRE,"15,219,234 "
3014,University of Newcastle,2014,NSW,ATN,APA,"6,110,420 "
3014,University of Newcastle,2014,NSW,ATN,IPRS,"498,881 "
3014,University of Newcastle,2014,NSW,ATN,RIBG,"5,736,912 "
3014,University of Newcastle,2014,NSW,ATN,RTS,"15,181,831 "
3014,University of Newcastle,2014,NSW,ATN,JRE,"8,883,731 "
3014,University of Newcastle,2014,NSW,ATN,SRE,"4,111,284 "
3027,University of South Australia,2014,SA,ATN,APA,"5,770,517 "
3027,University of South Australia,2014,SA,ATN,IPRS,"469,685 "
3027,University of South Australia,2014,SA,ATN,RIBG,"2,869,187 "
3027,University of South Australia,2014,SA,ATN,RTS,"13,294,802 "
3027,University of South Australia,2014,SA,ATN,JRE,"7,587,462 "
3027,University of South Australia,2014,SA,ATN,SRE,"2,022,655 "
2201,University of Southern Queensland,2014,QLD,RUN,APA,"1,482,170 "
2201,University of Southern Queensland,2014,QLD,RUN,IPRS,"134,196 "
2201,University of Southern Queensland,2014,QLD,RUN,RIBG,"343,443 "
2201,University of Southern Queensland,2014,QLD,RUN,RTS,"3,165,288 "
2201,University of Southern Queensland,2014,QLD,RUN,JRE,"1,437,869 "
2201,University of Southern Queensland,2014,QLD,RUN,SRE,"624,736 "
3045,University of Tasmania,2014,TAS,non-aligned,APA,"6,698,844 "
3045,University of Tasmania,2014,TAS,non-aligned,IPRS,"536,783 "
3045,University of Tasmania,2014,TAS,non-aligned,RIBG,"5,274,174 "
3045,University of Tasmania,2014,TAS,non-aligned,RTS,"16,755,864 "
3045,University of Tasmania,2014,TAS,non-aligned,JRE,"8,803,354 "
3045,University of Tasmania,2014,TAS,non-aligned,SRE,"3,444,224 "
3016,University of Technology Sydney,2014,NSW,ATN,APA,"4,728,554 "
3016,University of Technology Sydney,2014,NSW,ATN,IPRS,"383,636 "
3016,University of Technology Sydney,2014,NSW,ATN,RIBG,"2,269,705 "
3016,University of Technology Sydney,2014,NSW,ATN,RTS,"10,704,162 "
3016,University of Technology Sydney,2014,NSW,ATN,JRE,"5,427,312 "
3016,University of Technology Sydney,2014,NSW,ATN,SRE,"1,738,230 "
3043,University of the Sunshine Coast,2014,QLD,RUN,APA,"583,932 "
3043,University of the Sunshine Coast,2014,QLD,RUN,IPRS,"67,098 "
3043,University of the Sunshine Coast,2014,QLD,RUN,RIBG,"195,825 "
3043,University of the Sunshine Coast,2014,QLD,RUN,RTS,"1,201,145 "
3043,University of the Sunshine Coast,2014,QLD,RUN,JRE,"831,903 "
3043,University of the Sunshine Coast,2014,QLD,RUN,SRE,"356,212 "
1058,University of Wollongong,2014,NSW,non-aligned,APA,"5,875,090 "
1058,University of Wollongong,2014,NSW,non-aligned,IPRS,"469,685 "
1058,University of Wollongong,2014,NSW,non-aligned,RIBG,"4,182,567 "
1058,University of Wollongong,2014,NSW,non-aligned,RTS,"13,817,386 "
1058,University of Wollongong,2014,NSW,non-aligned,JRE,"6,237,866 "
1058,University of Wollongong,2014,NSW,non-aligned,SRE,"2,966,702 "
3007,Victoria University,2014,VIC,non-aligned,APA,"2,301,945 "
3007,Victoria University,2014,VIC,non-aligned,IPRS,"201,294 "
3007,Victoria University,2014,VIC,non-aligned,RIBG,"459,158 "
3007,Victoria University,2014,VIC,non-aligned,RTS,"4,976,982 "
3007,Victoria University,2014,VIC,non-aligned,JRE,"2,637,785 "
3007,Victoria University,2014,VIC,non-aligned,SRE,"730,720 "
3004,Western Sydney University,2014,NSW,IRU,APA,"3,101,535 "
3004,Western Sydney University,2014,NSW,IRU,IPRS,"268,392 "
3004,Western Sydney University,2014,NSW,IRU,RIBG,"1,710,329 "
3004,Western Sydney University,2014,NSW,IRU,RTS,"6,906,776 "
3004,Western Sydney University,2014,NSW,IRU,JRE,"3,562,057 "
3004,Western Sydney University,2014,NSW,IRU,SRE,"1,341,286 "
3006,Australian Catholic University,2013,OTHER,non-aligned,APA,"1,042,123 "
3006,Australian Catholic University,2013,OTHER,non-aligned,IPRS,"66,473 "
3006,Australian Catholic University,2013,OTHER,non-aligned,RIBG,"164,937 "
3006,Australian Catholic University,2013,OTHER,non-aligned,RTS,"2,118,173 "
3006,Australian Catholic University,2013,OTHER,non-aligned,JRE,"1,098,771 "
3006,Australian Catholic University,2013,OTHER,non-aligned,SRE,"286,350 "
2246,Batchelor Institute of Indigenous Tertiary Education,2013,NT,non-aligned,APA,"65,705 "
2246,Batchelor Institute of Indigenous Tertiary Education,2013,NT,non-aligned,RIBG,"14,449 "
2246,Batchelor Institute of Indigenous Tertiary Education,2013,NT,non-aligned,RTS,"152,634 "
2246,Batchelor Institute of Indigenous Tertiary Education,2013,NT,non-aligned,JRE,"100,740 "
2246,Batchelor Institute of Indigenous Tertiary Education,2013,NT,non-aligned,SRE,"25,086 "
3003,Bond University ,2013,QLD,non-aligned,APA,"431,748 "
3003,Bond University ,2013,QLD,non-aligned,IPRS,"66,473 "
3003,Bond University ,2013,QLD,non-aligned,RIBG,"246,565 "
3003,Bond University ,2013,QLD,non-aligned,RTS,"898,939 "
3003,Bond University ,2013,QLD,non-aligned,JRE,"592,546 "
3003,Bond University ,2013,QLD,non-aligned,SRE,"428,067 "
2200,Central Queensland University,2013,QLD,RUN,APA,"907,014 "
2200,Central Queensland University,2013,QLD,RUN,IPRS,"66,473 "
2200,Central Queensland University,2013,QLD,RUN,RIBG,"210,936 "
2200,Central Queensland University,2013,QLD,RUN,RTS,"2,219,206 "
2200,Central Queensland University,2013,QLD,RUN,JRE,"1,317,212 "
2200,Central Queensland University,2013,QLD,RUN,SRE,"366,210 "
3001,Charles Darwin University,2013,NT,non-aligned,APA,"1,682,617 "
3001,Charles Darwin University,2013,NT,non-aligned,IPRS,"132,946 "
3001,Charles Darwin University,2013,NT,non-aligned,RIBG,"2,467,118 "
3001,Charles Darwin University,2013,NT,non-aligned,RTS,"4,275,098 "
3001,Charles Darwin University,2013,NT,non-aligned,JRE,"2,969,486 "
3001,Charles Darwin University,2013,NT,non-aligned,SRE,"1,760,083 "
3005,Charles Sturt University,2013,NSW,RUN,APA,"1,613,428 "
3005,Charles Sturt University,2013,NSW,RUN,IPRS,"132,946 "
3005,Charles Sturt University,2013,NSW,RUN,RIBG,"1,080,908 "
3005,Charles Sturt University,2013,NSW,RUN,RTS,"3,840,926 "
3005,Charles Sturt University,2013,NSW,RUN,JRE,"1,659,145 "
3005,Charles Sturt University,2013,NSW,RUN,SRE,"977,140 "
2236,Curtin University,2013,WA,ATN,APA,"6,528,369 "
2236,Curtin University,2013,WA,ATN,IPRS,"544,978 "
2236,Curtin University,2013,WA,ATN,RIBG,"2,864,536 "
2236,Curtin University,2013,WA,ATN,RTS,"16,294,759 "
2236,Curtin University,2013,WA,ATN,JRE,"8,899,188 "
2236,Curtin University,2013,WA,ATN,SRE,"1,973,694 "
3030,Deakin University,2013,VIC,ATN,APA,"4,384,849 "
3030,Deakin University,2013,VIC,ATN,IPRS,"366,871 "
3030,Deakin University,2013,VIC,ATN,RIBG,"2,363,989 "
3030,Deakin University,2013,VIC,ATN,RTS,"11,072,931 "
3030,Deakin University,2013,VIC,ATN,JRE,"4,534,572 "
3030,Deakin University,2013,VIC,ATN,SRE,"1,719,351 "
2235,Edith Cowan University,2013,WA,non-aligned,APA,"1,991,208 "
2235,Edith Cowan University,2013,WA,non-aligned,IPRS,"161,870 "
2235,Edith Cowan University,2013,WA,non-aligned,RIBG,"440,764 "
2235,Edith Cowan University,2013,WA,non-aligned,RTS,"4,583,180 "
2235,Edith Cowan University,2013,WA,non-aligned,JRE,"2,580,341 "
2235,Edith Cowan University,2013,WA,non-aligned,SRE,"708,941 "
2154,Federation University Australia,2013,VIC,RUN,APA,"791,252 "
2154,Federation University Australia,2013,VIC,RUN,IPRS,"66,473 "
2154,Federation University Australia,2013,VIC,RUN,RIBG,"127,218 "
2154,Federation University Australia,2013,VIC,RUN,RTS,"1,853,070 "
2154,Federation University Australia,2013,VIC,RUN,JRE,"833,018 "
2154,Federation University Australia,2013,VIC,RUN,SRE,"220,866 "
3029,Flinders University,2013,SA,IRU,APA,"4,318,553 "
3029,Flinders University,2013,SA,IRU,IPRS,"332,365 "
3029,Flinders University,2013,SA,IRU,RIBG,"3,172,132 "
3029,Flinders University,2013,SA,IRU,RTS,"10,897,660 "
3029,Flinders University,2013,SA,IRU,JRE,"6,158,368 "
3029,Flinders University,2013,SA,IRU,SRE,"2,057,415 "
3032,Griffith University,2013,QLD,IRU,APA,"6,042,329 "
3032,Griffith University,2013,QLD,IRU,IPRS,"502,861 "
3032,Griffith University,2013,QLD,IRU,RIBG,"4,003,573 "
3032,Griffith University,2013,QLD,IRU,RTS,"14,474,664 "
3032,Griffith University,2013,QLD,IRU,JRE,"8,168,925 "
3032,Griffith University,2013,QLD,IRU,SRE,"2,513,381 "
1019,James Cook University,2013,QLD,IRU,APA,"3,041,530 "
1019,James Cook University,2013,QLD,IRU,IPRS,"236,969 "
1019,James Cook University,2013,QLD,IRU,RIBG,"3,144,405 "
1019,James Cook University,2013,QLD,IRU,RTS,"8,258,273 "
1019,James Cook University,2013,QLD,IRU,JRE,"3,346,110 "
1019,James Cook University,2013,QLD,IRU,SRE,"2,145,184 "
3020,La Trobe University,2013,VIC,IRU,APA,"4,679,611 "
3020,La Trobe University,2013,VIC,IRU,IPRS,"383,108 "
3020,La Trobe University,2013,VIC,IRU,RIBG,"2,114,484 "
3020,La Trobe University,2013,VIC,IRU,RTS,"11,154,703 "
3020,La Trobe University,2013,VIC,IRU,JRE,"6,079,925 "
3020,La Trobe University,2013,VIC,IRU,SRE,"1,685,318 "
3025,Macquarie University,2013,NSW,non-aligned,APA,"5,836,907 "
3025,Macquarie University,2013,NSW,non-aligned,IPRS,"465,312 "
3025,Macquarie University,2013,NSW,non-aligned,RIBG,"3,146,496 "
3025,Macquarie University,2013,NSW,non-aligned,RTS,"13,772,073 "
3025,Macquarie University,2013,NSW,non-aligned,JRE,"5,862,747 "
3025,Macquarie University,2013,NSW,non-aligned,SRE,"2,251,870 "
3035,Monash University,2013,VIC,Go8,APA,"19,943,162 "
3035,Monash University,2013,VIC,Go8,IPRS,"1,680,602 "
3035,Monash University,2013,VIC,Go8,RIBG,"20,601,383 "
3035,Monash University,2013,VIC,Go8,RTS,"51,466,973 "
3035,Monash University,2013,VIC,Go8,JRE,"25,533,572 "
3035,Monash University,2013,VIC,Go8,SRE,"14,971,648 "
1034,Murdoch University,2013,WA,IRU,APA,"3,236,611 "
